"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:2000121","regulation of removal of superoxide radicals","1/657","10/18800",0.299392380520082,0.808757270743247,0.720522732307761,"BMP7",1
"BP","GO:2000544","regulation of endothelial cell chemotaxis to fibroblast growth factor","1/657","10/18800",0.299392380520082,0.808757270743247,0.720522732307761,"CXCL13",1
"BP","GO:2000726","negative regulation of cardiac muscle cell differentiation","1/657","10/18800",0.299392380520082,0.808757270743247,0.720522732307761,"DKK1",1
"BP","GO:0006836","neurotransmitter transport","9/657","207/18800",0.299418813264933,0.808757270743247,0.720522732307761,"SLC29A2/SLC6A2/BAIAP3/GPM6B/ICA1/CPLX3/RIMS2/SYN2/STXBP2",9
"BP","GO:0048017","inositol lipid-mediated signaling","8/657","181/18800",0.299636019353593,0.808757270743247,0.720522732307761,"ERBB4/CA8/ERBB3/SOX9/CEP55/CEACAM1/PLCB1/EZR",8
"BP","GO:0032970","regulation of actin filament-based process","16/657","393/18800",0.301040521335233,0.808757270743247,0.720522732307761,"DSP/ADD3/TACSTD2/RHPN2/BAIAP2L1/CELSR1/SPTBN2/CTNNA2/GPM6B/F11R/DSC2/PDE4D/SEMA3E/ARHGAP40/GRHL3/RHPN1",16
"BP","GO:0002707","negative regulation of lymphocyte mediated immunity","3/657","55/18800",0.30178902534638,0.808757270743247,0.720522732307761,"FOXJ1/CEACAM1/C4BPA",3
"BP","GO:0010518","positive regulation of phospholipase activity","3/657","55/18800",0.30178902534638,0.808757270743247,0.720522732307761,"FGFR2/ESR1/ADCYAP1R1",3
"BP","GO:0046164","alcohol catabolic process","3/657","55/18800",0.30178902534638,0.808757270743247,0.720522732307761,"ALDH3B2/AKR1C3/SRD5A3",3
"BP","GO:0060998","regulation of dendritic spine development","3/657","55/18800",0.30178902534638,0.808757270743247,0.720522732307761,"FSTL4/KIF1A/NGEF",3
"BP","GO:0045055","regulated exocytosis","10/657","234/18800",0.303060486605654,0.808757270743247,0.720522732307761,"CHGA/CEACAM1/BAIAP3/ABCA12/TRPV6/CPLX3/RIMS2/SYN2/TPH1/STXBP2",10
"BP","GO:0030510","regulation of BMP signaling pathway","5/657","105/18800",0.305517755862108,0.808757270743247,0.720522732307761,"MSX1/MSX2/TBX20/LRP2/DKK1",5
"BP","GO:0001570","vasculogenesis","4/657","80/18800",0.306159720821439,0.808757270743247,0.720522732307761,"SOX17/TBX20/CEACAM1/AMOT",4
"BP","GO:0006023","aminoglycan biosynthetic process","4/657","80/18800",0.306159720821439,0.808757270743247,0.720522732307761,"GCNT2/B3GNT3/CHST9/HS3ST6",4
"BP","GO:0051279","regulation of release of sequestered calcium ion into cytosol","4/657","80/18800",0.306159720821439,0.808757270743247,0.720522732307761,"CXCL10/CXCL11/PDE4D/NPSR1",4
"BP","GO:0001933","negative regulation of protein phosphorylation","14/657","341/18800",0.306575083701911,0.808757270743247,0.720522732307761,"CBLC/OCLN/BMP7/CEACAM1/PBK/PTK6/DBNDD1/SFN/PAX6/DKK1/PDE4D/PPP1R1B/MLXIPL/PLK1",14
"BP","GO:0001516","prostaglandin biosynthetic process","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"AKR1C3/PLA2G4A",2
"BP","GO:0002063","chondrocyte development","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"MSX2/SOX9",2
"BP","GO:0002828","regulation of type 2 immune response","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"ARG2/IDO1",2
"BP","GO:0003180","aortic valve morphogenesis","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"SOX9/TBX20",2
"BP","GO:0008156","negative regulation of DNA replication","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"GMNC/CDT1",2
"BP","GO:0010644","cell communication by electrical coupling","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"GJB6/PDE4D",2
"BP","GO:0042044","fluid transport","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"AQP5/SLC5A1",2
"BP","GO:0046457","prostanoid biosynthetic process","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"AKR1C3/PLA2G4A",2
"BP","GO:0055075","potassium ion homeostasis","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"ATP6V1B1/SLC12A8",2
"BP","GO:0060674","placenta blood vessel development","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"OVOL2/SPINT1",2
"BP","GO:0071711","basement membrane organization","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"SPINT2/HPN",2
"BP","GO:1901185","negative regulation of ERBB signaling pathway","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"CBLC/PTPN3",2
"BP","GO:1901889","negative regulation of cell junction assembly","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"EPHA7/DKK1",2
"BP","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/657","32/18800",0.308432341412976,0.808757270743247,0.720522732307761,"MSX1/MUC1",2
"BP","GO:0007098","centrosome cycle","6/657","131/18800",0.308850004221419,0.808757270743247,0.720522732307761,"NEK2/CHMP4C/CDK1/XRCC2/PLK1/PARD6B",6
"BP","GO:1901215","negative regulation of neuron death","9/657","209/18800",0.309033165879805,0.808757270743247,0.720522732307761,"SIX1/CHGA/ERBB3/XRCC2/FGF8/FGF20/SLC7A11/SIX4/FOXQ1",9
"BP","GO:0060326","cell chemotaxis","13/657","315/18800",0.309275068532998,0.808757270743247,0.720522732307761,"CXCL17/CXADR/CHGA/CXCL13/HOXB9/S100A14/CXCL10/CCL20/CXCL5/CXCL11/S100A8/CCL28/S100A9",13
"BP","GO:0043405","regulation of MAP kinase activity","8/657","183/18800",0.309941010444752,0.808757270743247,0.720522732307761,"CBLC/BMP7/MAP2K6/EZH2/DKK1/MST1R/TPD52L1/MAP3K7",8
"BP","GO:0048515","spermatid differentiation","8/657","183/18800",0.309941010444752,0.808757270743247,0.720522732307761,"RSPH1/ROPN1L/DEFB1/STRBP/REC8/HOOK1/TRIP13/SPEF2",8
"BP","GO:0120254","olefinic compound metabolic process","7/657","157/18800",0.310036125231109,0.808757270743247,0.720522732307761,"CYP3A5/AKR1C2/CYP4F11/AKR1C3/PLA2G4A/CYP2J2/CYP4Z1",7
"BP","GO:0001836","release of cytochrome c from mitochondria","3/657","56/18800",0.311422268307836,0.808757270743247,0.720522732307761,"BIK/SFN/PMAIP1",3
"BP","GO:0003229","ventricular cardiac muscle tissue development","3/657","56/18800",0.311422268307836,0.808757270743247,0.720522732307761,"FGFR2/DSP/LRP2",3
"BP","GO:0031529","ruffle organization","3/657","56/18800",0.311422268307836,0.808757270743247,0.720522732307761,"EPS8L1/TACSTD2/COBL",3
"BP","GO:0050879","multicellular organismal movement","3/657","56/18800",0.311422268307836,0.808757270743247,0.720522732307761,"MYH14/TNNT1/CCDC78",3
"BP","GO:0050881","musculoskeletal movement","3/657","56/18800",0.311422268307836,0.808757270743247,0.720522732307761,"MYH14/TNNT1/CCDC78",3
"BP","GO:0060840","artery development","5/657","106/18800",0.312392034008385,0.808757270743247,0.720522732307761,"SIX1/EYA1/LRP2/FGF8/HPGD",5
"BP","GO:0045445","myoblast differentiation","4/657","81/18800",0.314095288458443,0.808757270743247,0.720522732307761,"SOX9/CXCL10/PLCB1/IFRD1",4
"BP","GO:0051054","positive regulation of DNA metabolic process","11/657","263/18800",0.314385293533967,0.808757270743247,0.720522732307761,"GRHL2/EYA2/NEK2/MAPK15/EYA1/CDK1/FOXM1/E2F7/CDT1/GINS1/RBBP8",11
"BP","GO:0010565","regulation of cellular ketone metabolic process","6/657","132/18800",0.314999656572607,0.808757270743247,0.720522732307761,"SOX9/FGF19/AKR1C3/CEACAM1/SLC7A11/MLXIPL",6
"BP","GO:0019058","viral life cycle","13/657","317/18800",0.31713303278517,0.808757270743247,0.720522732307761,"CXADR/TMPRSS4/CHMP4C/TMPRSS2/SLPI/CDK1/TOP2A/CDHR3/TRIM31/F11R/IFI27/KPNA2/TRIM15",13
"BP","GO:0008016","regulation of heart contraction","9/657","211/18800",0.318716064197746,0.808757270743247,0.720522732307761,"CXADR/S100A1/DSP/CHGA/CYP2J2/ATP2B2/FOXN4/DSC2/PDE4D",9
"BP","GO:0042180","cellular ketone metabolic process","9/657","211/18800",0.318716064197746,0.808757270743247,0.720522732307761,"SOX9/AKR1C2/FGF19/CYP4F11/AKR1C3/CEACAM1/IDO1/SLC7A11/MLXIPL",9
"BP","GO:0008637","apoptotic mitochondrial changes","5/657","107/18800",0.319286731787793,0.808757270743247,0.720522732307761,"EYA2/ERBB4/BIK/SFN/PMAIP1",5
"BP","GO:0006998","nuclear envelope organization","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"CHMP4C/LMNB1/PLK1",3
"BP","GO:0007131","reciprocal meiotic recombination","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"TOP2A/REC8/TRIP13",3
"BP","GO:0031122","cytoplasmic microtubule organization","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"CAMSAP3/HOOK1/EZR",3
"BP","GO:0038066","p38MAPK cascade","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"MAP2K6/EZR/MAP3K7",3
"BP","GO:0042306","regulation of protein import into nucleus","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"ZIC1/CDH1/CDK1",3
"BP","GO:0098900","regulation of action potential","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"CXADR/DSP/DSC2",3
"BP","GO:0140527","reciprocal homologous recombination","3/657","57/18800",0.321063734267978,0.808757270743247,0.720522732307761,"TOP2A/REC8/TRIP13",3
"BP","GO:0061041","regulation of wound healing","6/657","133/18800",0.321168524350176,0.808757270743247,0.720522732307761,"OCLN/CLDN4/CEACAM1/CLDN3/CD9/XBP1",6
"BP","GO:0001667","ameboidal-type cell migration","19/657","480/18800",0.321203477259316,0.808757270743247,0.720522732307761,"KRT16/RAB25/S100A2/OVOL2/FGFBP1/ERBB4/CXCL13/SOX9/S100P/TACSTD2/SOX17/FGF19/BMP7/CEACAM1/ITGB4/FGF8/AMOT/SEMA3E/ANLN",19
"BP","GO:0046395","carboxylic acid catabolic process","10/657","238/18800",0.321264494441536,0.808757270743247,0.720522732307761,"GAD1/HGD/CRABP1/GLYATL2/ASRGL1/CYP4F11/ARG2/PRODH/IDO1/CPT1B",10
"BP","GO:0006606","protein import into nucleus","7/657","159/18800",0.321268036877139,0.808757270743247,0.720522732307761,"ZIC1/NUP62CL/CDH1/CDK1/TRAF3IP2/KPNA2/FGF9",7
"BP","GO:0050792","regulation of viral process","7/657","159/18800",0.321268036877139,0.808757270743247,0.720522732307761,"TMPRSS4/TMPRSS2/SLPI/TOP2A/TRIM31/KPNA2/TRIM15",7
"BP","GO:1990845","adaptive thermogenesis","7/657","159/18800",0.321268036877139,0.808757270743247,0.720522732307761,"PTH2R/ESRRG/UCP2/LCN2/YBX2/MAP2K6/KSR2",7
"BP","GO:0001893","maternal placenta development","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"TPPP3/STC2",2
"BP","GO:0006688","glycosphingolipid biosynthetic process","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"UGT8/FUT6",2
"BP","GO:0009112","nucleobase metabolic process","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"GDA/TYMS",2
"BP","GO:0010765","positive regulation of sodium ion transport","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"PRSS8/WNK2",2
"BP","GO:0021988","olfactory lobe development","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"DLX5/ERBB4",2
"BP","GO:0050858","negative regulation of antigen receptor-mediated signaling pathway","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"CEACAM1/EZR",2
"BP","GO:0050901","leukocyte tethering or rolling","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"GCNT1/CCL28",2
"BP","GO:0070050","neuron cellular homeostasis","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"SLC6A2/ATP2B2",2
"BP","GO:0070229","negative regulation of lymphocyte apoptotic process","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"ARG2/IDO1",2
"BP","GO:0071875","adrenergic receptor signaling pathway","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"CHGA/PDE4D",2
"BP","GO:1903715","regulation of aerobic respiration","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"DNAJC15/MLXIPL",2
"BP","GO:2000191","regulation of fatty acid transport","2/657","33/18800",0.321417864008357,0.808757270743247,0.720522732307761,"PLA2G4A/MAP2K6",2
"BP","GO:1905897","regulation of response to endoplasmic reticulum stress","4/657","82/18800",0.322048595984553,0.808757270743247,0.720522732307761,"AGR2/RNF183/XBP1/PMAIP1",4
"BP","GO:0002327","immature B cell differentiation","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"TRAF3IP2",1
"BP","GO:0002551","mast cell chemotaxis","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"CHGA",1
"BP","GO:0003096","renal sodium ion transport","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"ATP6V1B1",1
"BP","GO:0003139","secondary heart field specification","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"LRP2",1
"BP","GO:0003163","sinoatrial node development","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"GJB6",1
"BP","GO:0006527","arginine catabolic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"ARG2",1
"BP","GO:0006971","hypotonic response","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"AQP5",1
"BP","GO:0008611","ether lipid biosynthetic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PLA2G4A",1
"BP","GO:0010917","negative regulation of mitochondrial membrane potential","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PMAIP1",1
"BP","GO:0014051","gamma-aminobutyric acid secretion","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"TRH",1
"BP","GO:0019372","lipoxygenase pathway","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"HPGD",1
"BP","GO:0019532","oxalate transport","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"SLC26A7",1
"BP","GO:0021604","cranial nerve structural organization","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"HOXB2",1
"BP","GO:0021860","pyramidal neuron development","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"FGFR2",1
"BP","GO:0031293","membrane protein intracellular domain proteolysis","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"MMP7",1
"BP","GO:0032351","negative regulation of hormone metabolic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"AKR1C3",1
"BP","GO:0032377","regulation of intracellular lipid transport","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"ABCA12",1
"BP","GO:0032493","response to bacterial lipoprotein","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"DMBT1",1
"BP","GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"FOXA1",1
"BP","GO:0033625","positive regulation of integrin activation","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"CXCL13",1
"BP","GO:0035766","cell chemotaxis to fibroblast growth factor","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"CXCL13",1
"BP","GO:0040015","negative regulation of multicellular organism growth","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"STC2",1
"BP","GO:0042167","heme catabolic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"AMBP",1
"BP","GO:0042428","serotonin metabolic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"TPH1",1
"BP","GO:0042487","regulation of odontogenesis of dentin-containing tooth","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"FGF8",1
"BP","GO:0042670","retinal cone cell differentiation","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"RP1",1
"BP","GO:0042762","regulation of sulfur metabolic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"SLC7A11",1
"BP","GO:0043589","skin morphogenesis","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"ITGB4",1
"BP","GO:0043951","negative regulation of cAMP-mediated signaling","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PDE4D",1
"BP","GO:0045472","response to ether","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PLCB1",1
"BP","GO:0045837","negative regulation of membrane potential","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PMAIP1",1
"BP","GO:0046149","pigment catabolic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"AMBP",1
"BP","GO:0046504","glycerol ether biosynthetic process","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PLA2G4A",1
"BP","GO:0046549","retinal cone cell development","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"RP1",1
"BP","GO:0048103","somatic stem cell division","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"HOXB4",1
"BP","GO:0048251","elastic fiber assembly","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"THSD4",1
"BP","GO:0051081","nuclear membrane disassembly","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"PLK1",1
"BP","GO:0051610","serotonin uptake","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"GPM6B",1
"BP","GO:0051657","maintenance of organelle location","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"ASPM",1
"BP","GO:0060579","ventral spinal cord interneuron fate commitment","1/657","11/18800",0.323889411174595,0.808757270743247,0.720522732307761,"FOXN4",1
